item,unit,grams_per_unit,portion_label,display_contains,display_excludes,evidence,reason
orange juice,cup,248,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (orange_juice_cup_001),Orange juice cup conversion.
orange juice,tbsp,15.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (orange_juice_tbsp_001),Orange juice tablespoon conversion.
orange juice,tsp,5.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (orange_juice_tsp_001),Orange juice teaspoon conversion.
lime juice,cup,244,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lime_juice_cup_001),Lime juice cup conversion.
lime juice,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lime_juice_tbsp_001),Lime juice tablespoon conversion.
lime juice,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lime_juice_tsp_001),Lime juice teaspoon conversion.
red wine vinegar,cup,239,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_wine_vinegar_cup_001),Red wine vinegar cup conversion.
red wine vinegar,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_wine_vinegar_tbsp_001),Red wine vinegar tablespoon conversion.
red wine vinegar,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_wine_vinegar_tsp_001),Red wine vinegar teaspoon conversion.
cider vinegar,cup,239,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cider_vinegar_cup_001),Cider vinegar cup conversion.
cider vinegar,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cider_vinegar_tbsp_001),Cider vinegar tablespoon conversion.
cider vinegar,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cider_vinegar_tsp_001),Cider vinegar teaspoon conversion.
rice vinegar,cup,239,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (rice_vinegar_cup_001),Rice vinegar cup conversion.
rice vinegar,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (rice_vinegar_tbsp_001),Rice vinegar tablespoon conversion.
rice vinegar,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (rice_vinegar_tsp_001),Rice vinegar teaspoon conversion.
white wine vinegar,tbsp,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (white_wine_vinegar_tbsp_001),White wine vinegar tablespoon conversion.
white wine vinegar,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (white_wine_vinegar_tsp_001),White wine vinegar teaspoon conversion.
dijon mustard,cup,240,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (dijon_mustard_cup_001),Dijon mustard cup conversion.
dijon mustard,tsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (dijon_mustard_tsp_001),Dijon mustard teaspoon conversion.
dry mustard,tsp,2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (dry_mustard_tsp_001),Dry mustard teaspoon conversion.
soy sauce,cup,255,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (soy_sauce_cup_001),Soy sauce cup conversion.
soy sauce,tbsp,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (soy_sauce_tbsp_001),Soy sauce tablespoon conversion.
soy sauce,tsp,5.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (soy_sauce_tsp_001),Soy sauce teaspoon conversion.
baking powder,tsp,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (baking_powder_tsp_001),Baking powder teaspoon conversion.
baking powder,tbsp,12,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (baking_powder_tbsp_001),Baking powder tablespoon conversion.
baking soda,tsp,4.6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (baking_soda_tsp_001),Baking soda teaspoon conversion.
baking soda,tbsp,13.8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (baking_soda_tbsp_001),Baking soda tablespoon conversion.
vanilla extract,tsp,4.2,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (vanilla_extract_tsp_001),Vanilla extract teaspoon conversion.
vanilla extract,tbsp,13,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (vanilla_extract_tbsp_001),Vanilla extract tablespoon conversion.
pepper,tsp,2.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (pepper_tsp_001),Ground pepper teaspoon conversion.
black pepper,tsp,2.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (black_pepper_tsp_001),Black pepper teaspoon conversion.
garlic,count,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (garlic_count_001),One garlic clove estimate when clove is parsed as concept not unit.
garlic,clove,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (garlic_clove_001),Garlic clove conversion.
green onion,count,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (green_onion_count_001),One green onion stalk estimate.
onion,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (onion_count_001),Medium onion = 150g per USDA default (revised from 110g which was small-biased).
red onion,count,110,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_onion_count_001),One medium red onion estimate.
tomato,count,123,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (tomato_count_001),One medium tomato estimate.
avocado,count,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (avocado_count_001),One medium avocado edible portion estimate.
cucumber,count,200,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cucumber_count_001),One medium cucumber estimate.
carrot,count,61,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (carrot_count_001),One medium carrot estimate.
apple,count,182,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (apple_count_001),One medium apple estimate.
red bell pepper,count,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_bell_pepper_count_001),One medium red bell pepper estimate.
yellow sweet pepper,small,74,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (yellow_sweet_pepper_small_001),SR28 red and green sweet pepper small portions are 74g; yellow sweet pepper uses same family size estimate.
yellow bell pepper,small,74,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (yellow_bell_pepper_small_001),SR28 red and green sweet pepper small portions are 74g; yellow bell pepper uses same family size estimate.
sugar,pinch,0.3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (sugar_pinch_001),Small pinch default for optional sugar when recipe supplies no gram weight.
chicken breast,count,174,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (chicken_breast_count_001),One boneless chicken breast estimate.
bacon,slice,16,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bacon_slice_001),One cooked bacon slice estimate.
bacon,lb,453.592,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bacon_lb_001),Pound mass conversion for bacon.
cheddar cheese,cup,113,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cheddar_cheese_cup_001),Shredded cheddar cup conversion.
cheddar cheese,tbsp,7,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cheddar_cheese_tbsp_001),Shredded cheddar tablespoon conversion.
parmesan cheese,cup,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (parmesan_cheese_cup_001),Grated parmesan cup conversion.
parmesan cheese,tbsp,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (parmesan_cheese_tbsp_001),Grated parmesan tablespoon conversion.
pecan,cup,99,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (pecan_cup_001),Chopped pecan cup conversion.
walnut,cup,117,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (walnut_cup_001),Chopped walnut cup conversion.
raisin,cup,145,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (raisin_cup_001),Raisin cup conversion.
sweetened cranberry,cup,120,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (sweetened_cranberry_cup_001),Dried sweetened cranberry cup conversion.
celery,cup,101,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (celery_cup_001),Chopped celery cup conversion.
onion,cup,160,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (onion_cup_001),Chopped onion cup conversion.
red onion,cup,160,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_onion_cup_001),Chopped red onion cup conversion.
green onion,cup,100,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (green_onion_cup_001),Chopped green onion cup conversion.
carrot,cup,128,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (carrot_cup_001),Chopped carrot cup conversion.
ginger,inch,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (ginger_inch_001),1 inch fresh ginger root ≈ 5g.
ginger,piece,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (ginger_piece_001),1 piece fresh ginger ≈ 5g (thumb-sized).
gingerroot,inch,5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (gingerroot_inch_001),1 inch gingerroot ≈ 5g.
cinnamon stick,each,2.5,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cinnamon_stick_002),1 cinnamon stick ≈ 2.5g.
bay leaf,each,0.6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bay_leaf_002),1 bay leaf ≈ 0.6g.
garlic,cloves,3,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (garlic_clove_003),1 garlic clove ≈ 3g.
garlic,head,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (garlic_head_001),1 head garlic = 60g per USDA (15-20 cloves)
garlic,bulb,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (garlic_bulb_001),1 garlic bulb ≈ 40g.
lemon,each,58,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lemon_whole_001),1 medium lemon ≈ 58g.
lemon,lemon,58,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lemon_whole_002),1 medium lemon ≈ 58g.
lime,each,44,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lime_whole_001),1 medium lime ≈ 44g.
lime,lime,44,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lime_whole_002),1 medium lime ≈ 44g.
orange,each,131,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (orange_whole_001),1 medium orange ≈ 131g.
avocado,each,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (avocado_whole_001),1 medium avocado ≈ 150g flesh.
egg,each,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (egg_whole_001),1 large egg ≈ 50g.
egg,egg,50,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (egg_whole_002),1 large egg ≈ 50g.
egg yolk,each,17,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (egg_yolk_001),1 large egg yolk ≈ 17g.
egg white,each,33,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (egg_white_001),1 large egg white ≈ 33g.
banana,each,118,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (banana_whole_001),1 medium banana ≈ 118g.
apple,each,182,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (apple_whole_001),1 medium apple ≈ 182g.
pear,each,166,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (pear_whole_001),1 medium pear ≈ 166g.
peach,each,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (peach_whole_001),1 medium peach ≈ 150g.
onion,each,150,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (onion_whole_001),1 medium onion = 150g per USDA (revised from 110g).
carrot,each,61,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (carrot_whole_001),1 medium carrot ≈ 61g.
celery,stalk,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (celery_stalk_001),1 medium celery stalk ≈ 40g.
celery,rib,40,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (celery_rib_001),1 celery rib ≈ 40g.
potato,each,213,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (potato_whole_001),1 medium potato ≈ 213g.
sweet potato,each,130,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (sweet_potato_001),1 medium sweet potato ≈ 130g.
bell pepper,each,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bell_pepper_001),1 medium bell pepper ≈ 119g.
green bell pepper,each,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (green_bell_001),1 medium green bell pepper ≈ 119g.
red bell pepper,each,119,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (red_bell_001),1 medium red bell pepper ≈ 119g.
tomato,each,123,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (tomato_whole_001),1 medium tomato ≈ 123g.
cucumber,each,201,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cucumber_whole_001),1 medium cucumber ≈ 201g.
zucchini,each,196,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (zucchini_whole_001),1 medium zucchini ≈ 196g.
jalapeno,each,14,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (jalapeno_001),1 jalapeno pepper ≈ 14g.
shallot,each,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (shallot_001),1 medium shallot ≈ 30g.
green onion,each,15,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (green_onion_001),1 green onion/scallion ≈ 15g.
cream cheese,block,226,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (cream_cheese_block_001),1 block cream cheese = 226g (8 oz).
flour tortilla,each,46,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (tortilla_001),1 medium flour tortilla ≈ 46g.
corn tortilla,each,26,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (corn_tortilla_001),1 corn tortilla ≈ 26g.
hot dog bun,each,43,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (hot_dog_bun_001),1 hot dog bun ≈ 43g.
hamburger bun,each,43,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (hamburger_bun_001),1 hamburger bun ≈ 43g.
english muffin,each,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (english_muffin_001),1 english muffin ≈ 57g.
pita bread,each,60,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (pita_bread_001),1 medium pita ≈ 60g.
bagel,each,89,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bagel_001),1 medium bagel ≈ 89g.
croissant,each,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (croissant_001),1 medium croissant ≈ 57g.
dinner roll,each,28,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (dinner_roll_001),1 dinner roll ≈ 28g.
bread,slice,30,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bread_slice_001),1 slice bread ≈ 30g.
chicken breast,each,174,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (chicken_breast_001),1 medium boneless chicken breast ≈ 174g.
chicken thigh,each,112,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (chicken_thigh_001),1 bone-in chicken thigh ≈ 112g.
chicken drumstick,each,95,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (chicken_drumstick_001),1 chicken drumstick ≈ 95g.
chicken wing,each,89,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (chicken_wing_001),1 chicken wing = 89g per USDA whole wing with skin
pork chops,each,113,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (pork_chop_001),1 pork chop ≈ 113g (4oz).
lamb chops,each,85,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (lamb_chop_001),1 lamb chop ≈ 85g (3oz).
sausage,link,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (sausage_link_001),1 sausage link ≈ 57g.
hot dog,each,57,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (hot_dog_001),1 hot dog ≈ 57g.
bacon,strip,8,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (bacon_strip_002),1 strip raw bacon ≈ 8g.
anchovy,each,4,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (anchovy_001),1 anchovy fillet ≈ 4g.
shrimp,each,6,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (shrimp_001),1 medium shrimp ≈ 6g.
clam,each,11,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (clam_001),1 medium clam ≈ 11g.
mussel,each,9,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (mussel_001),1 medium mussel ≈ 9g.
scallop,each,20,,,,migrated from implementation/reviewed_household_unit_gram_rules.csv (scallop_001),1 medium sea scallop ≈ 20g.
