gtin_upc,fdc_id,product_description,retail_type,supercategory,category_group,category,primary_food,form,cut,prep_state,storage,flavor,flavor_blend,inclusions,claims,dish_type,pack_format,components,retail_leaf,confidence,needs_review,debug_matches
99482436230,2460575,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
99482436261,2460511,"ORIGINAL ORGANIC ALMONDMILK BEVERAGE, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""beverage""]}"
4.05649E+12,2538331,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
6.0788E+11,2506804,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
6.46671E+11,2538412,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
6.74752E+11,2242586,"ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""]}"
6.74752E+11,1891419,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
6.88267E+11,1909942,"ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""]}"
6.88267E+11,1921531,ORIGINAL ALMONDMILK,single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
7.13734E+11,2638839,"ORIGINAL ORGANIC ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
7.2544E+11,2488052,"ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""]}"
7.44474E+11,1871813,"ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""]}"
7.44474E+11,1871803,"SO DELICIOUS DAIRY FREE, ALMOND+PLUS, ALMOND+PLUS ALMONDMILK, ORIGINAL, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""diet"":[""dairy free""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""almond"",""almond"",""milk""],""DIET"":[""dairy free"",""dairy"",""free""],""FLAVOR_UNIVERSAL"":[""delicious"",""almond"",""almond"",""almond"",""milk"",""original""],""FORM"":[""milk""],""STOPWORD"":[""so"",""delicious"",""free"",""and"",""plus"",""and""]}"
8.15369E+11,2063695,"CADIA, ORGANIC ORIGINAL ALMONDMILK",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""diet"":[""organic""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
8.64524E+11,2149648,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
8.74875E+11,2587731,"ORIGINAL, ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
8.86926E+11,2641014,"ORIGINAL ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],{},,,[],Beverage > Plant-based Milk > Almond Milk > Original,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""]}"
25293001497,2744505,"Silk Pure Almondmilk Unsweetened 64oz, Extended Shelf Life",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,shelf,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""silk""],""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""pure"",""oz""],""STORAGE"":[""shelf""],""SWEETENER"":[""unsweetened""]}"
25293001701,2744502,"Silk Pure Almondmilk Unsweetened 32oz, Shelf Stable",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,shelf stable,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""silk""],""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""pure"",""oz""],""STORAGE"":[""shelf stable"",""shelf"",""stable""],""SWEETENER"":[""unsweetened""]}"
25293001725,2744500,"Silk Pure Almondmilk Unsweetened 6/32oz, Shelf Stable",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,shelf stable,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""silk""],""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""pure"",""oz""],""STORAGE"":[""shelf stable"",""shelf"",""stable""],""SWEETENER"":[""unsweetened""]}"
25293003774,2744526,Silk Almondmilk Unsweetened Original 96oz,single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""silk""],""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""],""STOPWORD"":[""oz""],""SWEETENER"":[""unsweetened""]}"
52603065030,2745538,"Pacific Foods Organic Unsweetened Almond Milk, Plant Based Milk, 32 oz Carton",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""diet"":[""organic"",""plant based""],""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk"",""milk""],""DIET"":[""organic"",""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""milk""],""FORM"":[""milk"",""milk""],""STOPWORD"":[""foods"",""based"",""oz""],""SWEETENER"":[""unsweetened""]}"
532143,2440026,"TRADER JOE'S, UNSWEETENED ORIGINAL ALMOND BEVERAGE",single,Beverage,Beverages,Beverage,almond,beverage,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Beverages > Beverage > Original,1.0,[],"{""BRAND_NOISE"":[""trader"",""joe""],""CATEGORY"":[""almond""],""FLAVOR_UNIVERSAL"":[""original"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""beverage""],""SWEETENER"":[""unsweetened""]}"
7.44473E+11,2744852,So Delicious Asep Almond 32oz Unsweetened,single,Beverage,Plant-based Milk,Almond,almond,,,,asep,delicious,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond > Delicious,0.6,"[""missing_form""]","{""CATEGORY"":[""almond""],""FLAVOR_UNIVERSAL"":[""delicious"",""almond""],""STOPWORD"":[""so"",""delicious"",""oz""],""STORAGE"":[""asep""],""SWEETENER"":[""unsweetened""]}"
11110785053,2470253,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
11110815576,2488118,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
11110879806,2244838,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
11110895691,2474925,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
18944001021,2392511,"UNSWEETENED MILKED ALMONDS, UNSWEETENED",single,Snack,Nuts & Seeds,Almonds,almonds,,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Snack > Nuts & Seeds > Almonds,0.6,"[""missing_form""]","{""CATEGORY"":[""almonds""],""SWEETENER"":[""unsweetened""]}"
20601409743,2467951,"UNSWEETENED PLAIN ALMONDMILK, UNSWEETENED PLAIN",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,plain,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""plain"",""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""plain""],""SWEETENER"":[""unsweetened""]}"
20601414143,2390740,"UNSWEETENED PLAIN ORGANIC ALMONDMILK, UNSWEETENED PLAIN",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,plain,[],[],"{""diet"":[""organic""],""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""organic""],""CATEGORY"":[""almond"",""milk""],""DIET"":[""organic""],""FLAVOR_UNIVERSAL"":[""plain"",""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""plain""],""SWEETENER"":[""unsweetened""]}"
2114002544,2290731,"ALMOND-MILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
21333820523,2479376,"UNSWEETENED ALMOND MILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
2362756030,2474145,"ORIGINAL UNSWEETENED ALMONDMILK, ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
25000120060,2214197,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
25293001701,2618003,"SILK, ALMONDMILK, UNSWEETENED ORIGINAL, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""BRAND_NOISE"":[""silk""],""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk"",""original""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
25293003842,2077364,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
25293004184,2466739,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
25293004474,2467022,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
30034944179,2419275,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
30034944193,2485244,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
30034948610,2552041,"UNSWEETENED ORIGINAL PLANT-BASED ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""diet"":[""plant based""],""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""DIET"":[""plant based"",""plant""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""STOPWORD"":[""based""],""SWEETENER"":[""unsweetened""]}"
36800372795,1512039,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
36800372818,975203,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
36800422247,2240196,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
36800487239,2374095,"UNSWEETENED ORIGINAL ALMOND NON-DAIRY BEVERAGE, UNSWEETENED ORIGINAL",single,Beverage,Beverages,Beverage,almond,beverage,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Beverages > Beverage > Original,1.0,[],"{""CATEGORY"":[""almond""],""DIET"":[""dairy""],""FLAVOR_UNIVERSAL"":[""original"",""almond""],""FORM"":[""beverage""],""STOPWORD"":[""non"",""beverage""],""SWEETENER"":[""unsweetened""]}"
39614419700,2481701,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
39614419809,2619166,"UNSWEETENED ORIGINAL ALMONDMILK BEVERAGE, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk"",""beverage""],""STOPWORD"":[""beverage""],""SWEETENER"":[""unsweetened""]}"
41190051823,2619429,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
41190465538,2620670,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
41303076019,2474973,UNSWEETENED ORIGINAL ALMOND MILK,single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
41512128035,2482118,"UNSWEETENED ALMONDMILK, UNSWEETENED",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
41570052600,2500387,"UNSWEETENED ORIGINAL ALMONDMILK, UNSWEETENED ORIGINAL",single,Beverage,Plant-based Milk,Almond Milk,almond,milk,,,,original,[],[],"{""sweetener"":[""unsweetened""]}",,,[],Beverage > Plant-based Milk > Almond Milk > Plain Unsweetened,1.0,[],"{""CATEGORY"":[""almond"",""milk""],""FLAVOR_UNIVERSAL"":[""original"",""almond"",""milk""],""FORM"":[""milk""],""SWEETENER"":[""unsweetened""]}"
